SOUP,CHICK BROTH,CND,COND;31;4.42;1.04;0.75
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BROCCOLI CHS SOUP,COND;81;1.61;3.63;9.68
SOUP,CHICK,CND,CHUNKY,RTS;71;5.06;2.64;6.88
SOUP,CRM OF CHICK,CND,COND;90;2.38;5.77;7.16
SOUP,CHICK GUMBO,CND,COND;45;2.1;1.14;6.67
SOUP,CHUNKY CHICK NOODLE,CND,RTS;39;3.09;1.16;4
SOUP,CHICK NOODLE,CND,COND;52;2.59;1.94;6.03
SOUP,CHICK RICE,CND,CHUNKY,RTS;53;5.11;1.33;5.41
SOUP,CHICK W/ RICE,CND,COND;49;2.89;1.56;5.84
SOUP,CHICK VEG,CHUNKY,CND,RTS;69;5.13;2.01;7.87
SOUP,CHICK VEG,CND,COND;61;2.94;2.32;7.01
SOUP,CHILI BF,CND,COND;117;5.09;2.53;18.86
SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS;56;3.02;1.41;7.84
SOUP,CLAM CHOWDER,MANHATTAN,CND,COND;61;1.74;1.76;9.74
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK W/ RICE,COND;56;1.59;1.19;7.19
SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND;72;3.17;2.06;10.32
SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND;13;2.52;0;0.84
SOUP,CRAB,CND,RTS;31;2.25;0.62;4.22
SOUP,ESCAROLE,CND,RTS;11;0.62;0.73;0.72
SOUP,GAZPACHO,CND,RTS;19;2.9;0.1;1.8
SOUP,LENTIL W/HAM,CND,RTS;56;3.74;1.12;8.16
CAMPBELL COMPANY,CAMPBELL'S RED&WHITE,CHEDDAR CHS SOUP,COND;81;1.61;4.03;8.87
SOUP,MINESTRONE,CND,CHUNKY,RTS;53;2.13;1.17;8.64
SOUP,MINESTRONE,CND,COND;68;3.48;2.05;9.17
CAMPBELL,CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND;56;2.38;1.98;7.94
SOUP,MUSHROOM BARLEY,CND,COND;61;1.5;1.8;9.6
SOUP,CRM OF MUSHROOM,CND,COND;85;1.61;5.89;6.72
SOUP,MUSHROOM W/ BF STOCK,CND,COND;68;2.51;3.21;7.41
SOUP,ONION,CND,COND;46;3.06;1.42;6.68
SOUP,CRM OF ONION,CND,COND;88;2.2;4.2;10.4
CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND;56;2.38;1.59;8.73
SOUP,OYSTER STEW,CND,COND;48;1.72;3.13;3.32
SOUP,PEA,GRN,CND,COND;125;6.54;2.23;20.18
SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS;77;4.62;1.66;11.17
SOUP,PEA,SPLIT W/ HAM,CND,COND;141;7.68;3.28;20.81
SOUP,PEPPERPOT,CND,COND;84;5.19;3.78;7.66
SOUP,CRM OF POTATO,CND,COND;59;1.39;1.88;9.14
CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND;56;2.38;1.19;9.52
